user_id,age,country,signup_date,spend
USER_0071,39.0,France,2025-10-10,
USER_0072,53.0,USA,2025-04-12,118.73
USER_0073,34.0,USA,2025-10-17,
USER_0074,53.0,Brazil,2025-08-05,44.95
USER_0075,18.0,,not-a-date,45.7
USER_0220,44.0,,2023-12-07,21.81
USER_0077,36.0,Brazil,2024-12-31,30.67
USER_0078,31.0,USA,2023-12-14,1.94
USER_0474,,,2024-03-01,68.49
USER_0080,18.0,France,2024-11-15,
USER_0081,32.0,NotACountry,2024-08-21,2.97
USER_0082,39.0,USA,2024-03-21,
USER_0083,52.0,Australia,2024-06-30,31.44
USER_0084,28.0,NotACountry,2024-03-04,1.75
USER_0085,25.0,USA,2024-03-29,174.68
USER_0086,,UK,2024-11-10,148.91
USER_0087,45.0,Canada,2024-05-18,35.96
USER_0088,38.0,Canada,,4.92
USER_0089,,USA,2025-06-20,70.25
USER_0090,41.0,Japan,2024-03-22,33.86
USER_0091,36.0,USA,2024-08-01,18.01
USER_0092,,USA,2025-04-12,33.81
USER_0093,26.0,Japan,2025-02-05,36.95
USER_0094,31.0,Brazil,2024-02-26,41.36
USER_0095,30.0,Japan,2025-03-11,29.1
USER_0096,18.0,,2024-06-25,46.54
USER_0097,38.0,Germany,2025-03-19,
USER_0098,38.0,Canada,,22.49
USER_0099,-9,USA,2023-11-24,64.68
USER_0100,32.0,UK,2024-12-23,
USER_0101,18.0,USA,2024-09-11,30.44
USER_0102,29.0,USA,00/00/0000,29.3
USER_0103,30.0,Germany,2024-01-19,46.08
USER_0104,,UK,2024-03-05,44.75
USER_0105,33.0,USA,2023-11-27,82.15
USER_0106,,USA,2024-12-11,32.36
USER_0107,57.0,Germany,2025-03-28,277.63
USER_0108,37.0,USA,2025-07-04,3.07
USER_0109,38.0,Australia,2024-07-05,0.16
USER_0110,34.0,UK,2025-07-08,51.11
USER_0111,18.0,,,17.72
USER_0112,,Canada,2025-06-02,13.75
USER_0113,35.0,Atlantis,2023-11-26,18.69
USER_0114,64.0,USA,2024-06-10,14.79
USER_0115,32.0,Germany,2023-11-28,
USER_0116,38.0,Canada,2025-08-08,-703.5597396692041
USER_0117,34.0,USA,2025-01-05,12.47
USER_0118,20.0,Japan,2025-01-24,66.22
USER_0164,48.0,France,,71.9
USER_0120,,Germany,2023-12-04,132.44
USER_0121,nan,Australia,2025-06-23,1.55
USER_0122,,Japan,2024-01-23,102.81
USER_0123,51.0,NotACountry,,37.46
USER_0124,18.0,Australia,2024-02-23,50.06
USER_0125,42.0,Germany,2025-10-12,51.71
USER_0126,61.0,Germany,2024-03-25,85.68
USER_0127,23.0,Canada,2025-07-29,20.28
USER_0128,28.0,France,2024-11-29,66.03
USER_0129,158,USA,2024-03-25,37.6
USER_0130,,Japan,2023-12-04,78.85
USER_0131,-9,Japan,2025-05-03,233.07
USER_0132,35.0,USA,2024-06-28,11.2
USER_0133,22.0,Australia,,261.52
USER_0134,40.0,USA,2025-02-25,
USER_0135,23.0,USA,2024-12-23,
USER_0136,invalid_age,,,2.26
USER_0137,25.0,USA,2023-12-22,20.91
USER_0138,31.0,Australia,2024-05-20,50.11
USER_0139,44.0,123,2024-01-10,3.58
USER_0140,20.0,UK,2023-12-04,0.28
USER_0141,37.0,USA,2024-08-13,138.3
USER_0142,50.0,USA,2024-03-12,86.28
USER_0143,18.0,Canada,2025-06-19,-970.4570510626838
USER_0144,37.0,Brazil,2025-04-13,
USER_0145,38.0,Canada,2024-06-22,60.2
USER_0146,44.0,USA,2025-04-23,5.51
USER_0147,20.0,Canada,2025-04-12,25.47
USER_0148,19.0,UK,,64.21
USER_0149,41.0,France,2024-10-15,16.45
USER_0150,38.0,USA,2025-10-12,58.14
USER_0151,invalid_age,NotACountry,,1.24
USER_0152,39.0,,,18.27
USER_0153,26.0,Brazil,2025-05-03,39.83
USER_0154,37.0,USA,2024-04-24,50.0
USER_0155,38.0,Canada,2025-09-14,43.02
USER_0156,26.0,Japan,2025-06-30,59.83
USER_0157,57.0,,2024-04-21,
USER_0158,,Japan,2024-05-20,5.32
USER_0159,20.0,Germany,2024-01-13,101.61
USER_0160,42.0,USA,2024-09-28,57.25
USER_0161,23.0,USA,2024-06-12,5.99
USER_0162,44.0,Germany,2024-12-24,92.28
USER_0163,48.0,USA,,13.87
USER_0164,25.0,Canada,2024-03-02,32.53
USER_0165,46.0,USA,2024-01-29,7.84
USER_0166,39.0,Canada,2025-05-09,61.91
USER_0167,44.0,USA,2024-09-23,54.96
USER_0168,57.0,Japan,2024-03-10,
USER_0169,151,Brazil,2025-10-18,99.54
USER_0170,25.0,Brazil,2023-12-03,25.65
USER_0171,24.0,123,2025-01-19,17.3
USER_0172,25.0,USA,,8.26
USER_0173,34.0,France,2024-10-29,15.47
USER_0174,,USA,2024-05-15,1.11
USER_0175,38.0,,2024-03-06,43.76
USER_0176,44.0,USA,2024-05-15,92.33
USER_0177,35.0,UK,2023-13-45,39.81
USER_0178,52.0,France,,12.38
USER_0179,31.0,Germany,,1.71
USER_0180,67.0,UK,2024-03-06,12.08
USER_0181,-3,USA,2025-03-04,26.9
USER_0182,24.0,Brazil,2024-09-12,
USER_0183,22.0,UK,2024-03-11,10.4
USER_0184,40.0,UK,2024-04-23,63.61
USER_0185,32.0,USA,00/00/0000,100.85
USER_0722,43.0,France,2024-05-30,
USER_0187,40.0,Germany,2024-07-31,86.14
USER_0188,34.0,USA,2025-09-04,
USER_0189,24.0,USA,2023-12-31,50.68
USER_0190,18.0,Germany,2024-12-17,37.36
USER_0191,29.0,Germany,2025-10-24,31.1
USER_0192,45.0,USA,2025-05-26,
USER_0193,37.0,Brazil,2023-13-45,18.06
USER_0194,20.0,USA,2024-03-17,17.12
USER_0195,invalid_age,UK,2024-01-28,41.42
USER_0196,39.0,Brazil,2024-03-30,6.39
USER_0197,24.0,UK,2025-07-08,
USER_0198,,123,2024-12-18,63.77
USER_0199,35.0,USA,2025-04-02,25.66
USER_0200,190,USA,2025-03-28,8.64
USER_0201,39.0,Atlantis,2025-06-09,-442.499433563662
USER_0202,41.0,UK,2024-03-31,86.8
USER_0203,47.0,Atlantis,2024-01-03,63.96
USER_0204,47.0,USA,2025-07-25,15.84
USER_0205,18.0,USA,2025-07-31,25.75
USER_0206,invalid_age,USA,2024-07-25,5.42
USER_0207,invalid_age,Germany,2025-08-05,10.48
USER_0208,,USA,2025-10-24,76.4
USER_0209,41.0,Japan,2025-05-30,62.77
USER_0210,80.0,UK,2025-01-13,45.01
USER_0211,41.0,Brazil,2025-05-14,
USER_0212,48.0,USA,2024-09-11,
USER_0213,46.0,,2025-06-17,31.46
USER_0214,42.0,,2024-10-28,20.8
USER_0215,31.0,France,2024-01-02,141.05
USER_0216,44.0,Australia,2024-01-27,4.32
USER_0217,,France,2025-10-18,133.6
USER_0218,,NotACountry,2024-08-01,87.64
USER_0219,29.0,USA,2024-11-04,6.96
USER_0220,,USA,2025-06-18,
USER_0221,,Japan,2025-07-08,100.7
USER_0222,18.0,Canada,2024-07-31,42.41
USER_0223,43.0,France,2025-08-13,118.87
USER_0224,18.0,UK,not-a-date,143.22
USER_0225,,USA,2025-08-16,27.44
USER_0226,48.0,USA,2024-09-22,-583.7888646413668
USER_0227,,Germany,2025-07-18,137.7
USER_0228,22.0,UK,2024-05-14,56.22
USER_0229,26.0,USA,2025-09-30,
USER_0230,43.0,UK,2024-11-12,22690.208657988
USER_0231,26.0,USA,2024-05-20,-237.43292901805546
USER_0232,invalid_age,Canada,,133.09
USER_0233,35.0,USA,2025-05-10,92.97
USER_0234,27.0,France,2025-07-02,56.33
USER_0235,60.0,USA,2025-09-08,7.49
USER_0236,,UK,2025-05-15,14.67
USER_0237,18.0,USA,2025-11-08,104.18
USER_0086,37.0,USA,2024-12-26,10.09
USER_0239,27.0,USA,2025-07-24,16.32
USER_0240,45.0,,2025-01-01,6.94
USER_0241,25.0,Canada,2024-10-21,
USER_0242,33.0,USA,2024-06-21,144.1
USER_0455,41.0,Germany,2024-04-25,15.66
USER_0254,45.0,Japan,,32.26
USER_0245,20.0,France,,50.3
USER_0246,30.0,USA,2025-08-07,376.78
USER_0247,158,Atlantis,2024-12-18,5.54
USER_0248,-4,USA,2024-05-14,34.51
USER_0375,56.0,USA,not-a-date,24.32
USER_0250,39.0,Brazil,2025-11-12,100.43
USER_0251,19.0,USA,2024-06-06,32.31
USER_0252,46.0,UK,2025-06-18,5.88
USER_0253,60.0,Canada,2025-05-23,50.31
USER_0254,47.0,Germany,2024-06-29,
USER_0255,,,2025-10-10,0.14
USER_0256,29.0,USA,2025-07-25,97.93
USER_0257,50.0,USA,2025-07-02,10.29
USER_0258,,UK,2024-07-21,40.16
USER_0259,40.0,USA,,26.88
USER_0260,44.0,USA,2025-04-30,63.59
USER_0261,,,2024-05-28,23.19
USER_0262,34.0,USA,not-a-date,101.92
USER_0263,18.0,,2025-04-16,65.56
USER_0264,22.0,USA,2024-01-23,52.17
USER_0265,31.0,Atlantis,2025-08-14,79.54
USER_0266,20.0,Germany,2024-12-17,70.13
USER_0267,,Australia,2025-09-16,1.83
USER_0268,18.0,USA,,25.1
USER_0269,29.0,USA,,133.54
USER_0270,36.0,USA,2025-02-28,6.72
USER_0271,,Canada,,
USER_0272,18.0,Germany,2023-13-45,183.63
USER_0273,,USA,2025-01-13,2.68
USER_0274,invalid_age,Japan,2025-09-10,57.32
USER_0275,23.0,USA,2025-03-20,
USER_0276,invalid_age,UK,2024-04-04,43.28
USER_0277,37.0,Germany,2024-09-22,
USER_0278,27.0,Japan,2024-04-27,2.2
USER_0279,35.0,Germany,2024-09-23,
USER_0280,30.0,Australia,2023-12-05,86.67
USER_0215,36.0,,2024-02-04,76.17
USER_0282,42.0,Australia,2025-06-17,39.24
USER_0283,54.0,Atlantis,2024-03-24,5.26
USER_0284,invalid_age,Japan,00/00/0000,58.24
USER_0285,,,2025-11-13,13.85
USER_0286,18.0,Australia,2024-09-14,120.99
USER_0287,,UK,2024-11-19,91.09
USER_0288,42.0,Canada,2024-12-02,
USER_0289,38.0,UK,2025-02-01,148.65
USER_0290,,France,2025-01-12,1.6
USER_0291,invalid_age,USA,2024-04-23,66.63
USER_0292,29.0,USA,2024-05-10,37848.857444850895
USER_0293,27.0,USA,2025-08-04,118.26
USER_0294,-1,,2025-10-22,15.51
USER_0295,39.0,Japan,2025-03-18,64.52
USER_0296,26.0,USA,2024-10-06,105.04
USER_0297,151,Brazil,2025-07-04,2.13
USER_0298,38.0,USA,00/00/0000,25.35
USER_0299,165,USA,2025-06-29,71.84
USER_0300,42.0,France,2025-09-08,30.34
USER_0301,25.0,Germany,2025-06-09,15.55
USER_0302,-3,UK,2025-06-09,12.41
USER_0303,,Canada,2024-11-02,7.05
USER_0304,42.0,Germany,2023-12-12,97.29
USER_0191,34.0,USA,2023-12-27,42.83
USER_0306,36.0,Brazil,2025-09-25,3.97
USER_0307,50.0,Brazil,2025-01-10,
USER_0308,27.0,Germany,2025-07-04,22.92
USER_0309,41.0,USA,2024-05-09,10.03
USER_0310,invalid_age,Germany,2025-04-26,28.59
USER_0311,,USA,2025-07-16,20.18
USER_0312,48.0,USA,2025-03-22,20.91
USER_0313,44.0,USA,2024-05-30,67.17
USER_0314,44.0,UK,2025-07-16,
USER_0315,50.0,Japan,2025-06-13,51.34
USER_0316,35.0,Germany,2025-04-14,42.27
USER_0317,invalid_age,France,2025-04-11,41.98
USER_0318,31.0,UK,2023-12-06,54.38
USER_0319,38.0,USA,2024-03-05,39.75
USER_0320,33.0,USA,2024-01-10,105.7
USER_0321,36.0,Brazil,2024-01-19,56.29
USER_0322,42.0,,2024-02-20,-955.6537117755057
USER_0323,,Japan,2024-04-06,88.53
USER_0324,60.0,Canada,2025-01-22,46.59
USER_0325,,UK,2025-08-12,17.21
USER_0326,20.0,Germany,2023-13-45,
USER_0327,48.0,UK,2024-02-08,8.26
USER_0328,44.0,Japan,2025-06-24,114.86
USER_0329,42.0,,2024-10-23,61.92
USER_0330,,UK,2024-09-03,
USER_0331,,USA,2025-06-07,46.23
USER_0332,24.0,,2025-08-25,32.07
USER_0333,35.0,Japan,2025-07-17,3.08
USER_0334,26.0,,2025-10-18,55.68
USER_0335,46.0,Canada,2024-07-14,43.64
USER_0336,,Canada,2025-05-28,231.31
USER_0337,25.0,France,,13.67
USER_0338,31.0,USA,2024-12-09,
USER_0339,39.0,Germany,2024-08-17,52.63
USER_0340,28.0,Japan,2025-04-29,51.72
USER_0341,25.0,USA,,41.2
USER_0342,37.0,USA,2024-12-01,75.01
USER_0343,157,Brazil,2024-01-21,11.47
USER_0344,28.0,USA,2024-06-15,64.66
USER_0345,,Australia,2025-08-30,48.34
USER_0346,37.0,UK,2024-11-24,113.2
USER_0347,18.0,,2024-06-14,-611.3754092926791
USER_0348,,Japan,2024-02-01,18.93
USER_0349,26.0,UK,2025-11-09,16.16
USER_0350,32.0,UK,00/00/0000,199.92
USER_0351,38.0,USA,2025-07-10,37.46
USER_0352,52.0,,2023-13-45,
USER_0353,45.0,USA,2025-09-24,8.95
USER_0354,33.0,USA,2024-01-11,51.48
USER_0355,34.0,Brazil,2023-12-10,83.0
USER_0356,22.0,USA,2025-02-03,147.25
USER_0357,,,2024-01-19,41402.87446254051
USER_0358,-3,USA,2024-07-25,64.55
USER_0359,38.0,,2023-12-28,38.7
USER_0360,25.0,USA,2024-02-19,3.13
USER_0361,41.0,Brazil,2025-05-21,58.56
USER_0362,53.0,UK,2024-06-28,
USER_0363,33.0,USA,2023-13-45,
USER_0364,39.0,USA,2025-01-23,34.39
USER_0365,invalid_age,USA,2025-07-07,13.08
USER_0366,30.0,UK,2024-11-27,2.28
USER_0367,37.0,USA,2024-05-10,26.86
USER_0368,35.0,,2025-01-14,17.97
USER_0369,36.0,,2025-10-23,71.58
USER_0370,25.0,USA,2024-09-16,21.87
USER_0371,35.0,Canada,2025-04-01,148.87
USER_0372,,Germany,2024-08-08,163.92
USER_0373,,USA,,48.5
USER_0374,-8,USA,2023-11-22,132.02
USER_0375,60.0,USA,2025-04-05,71.53
USER_0376,25.0,NotACountry,,39.58
USER_0377,,Germany,2024-09-06,9.94
USER_0378,37.0,UK,00/00/0000,30.68
USER_0379,61.0,Australia,2025-03-13,41.15
USER_0380,25.0,,2025-07-03,99.74
USER_0381,24.0,,2024-01-25,32.82
USER_0382,27.0,Japan,2025-06-03,113.98
USER_0383,18.0,USA,2025-05-26,56.1
USER_0384,,USA,2024-07-09,7.37
USER_0385,25.0,USA,2024-02-26,
USER_0386,,USA,2024-06-11,
USER_0387,39.0,UK,2025-05-21,24.87
USER_0388,-6,Japan,2025-02-24,53.81
USER_0389,46.0,USA,2025-02-10,5.76
USER_0390,28.0,USA,2024-08-08,50.6
USER_0391,24.0,UK,2024-12-04,34.48
USER_0392,40.0,Japan,2024-12-05,26.1
USER_0393,19.0,USA,2024-07-30,152.9
USER_0394,56.0,UK,,36.96
USER_0395,49.0,USA,2025-08-01,12.37
USER_0396,29.0,USA,2023-12-24,30.71
USER_0397,18.0,Brazil,2025-03-14,125.91
USER_0398,51.0,Brazil,2024-06-21,9.69
USER_0399,33.0,USA,2024-03-22,12.04
USER_0400,49.0,Brazil,2025-04-17,0.66
USER_0401,18.0,Canada,2025-07-19,0.71
USER_0402,-6,Japan,,88.42
USER_0403,35.0,UK,2025-07-25,
USER_0404,35.0,,2025-07-19,21.93
USER_0405,29.0,UK,2024-07-31,59.92
USER_0406,42.0,Germany,2024-11-14,25.14
USER_0407,22.0,,2025-05-11,152.77
USER_0408,33.0,USA,2025-08-24,
USER_0409,36.0,USA,2025-04-21,24.94
USER_0410,invalid_age,Germany,2023-11-30,96.28
USER_0411,173,USA,2024-03-22,74.16
USER_0412,21.0,Germany,2025-06-11,18.55
USER_0413,18.0,,2024-03-02,13.2
USER_0414,50.0,,2025-04-30,30.65
USER_0415,38.0,Germany,2025-09-14,76.01
USER_0416,invalid_age,UK,2024-08-09,161.15
USER_0417,53.0,Japan,2024-04-24,72.11
USER_0418,36.0,USA,00/00/0000,96.62
USER_0419,49.0,,2024-02-24,46.2
USER_0420,35.0,Australia,2025-04-03,
USER_0421,59.0,,2023-13-45,76.72
USER_0422,,Germany,2024-07-18,23.66
USER_0423,32.0,UK,2025-08-15,40.15
USER_0424,46.0,Canada,2025-05-04,30341.555659908317
USER_0425,42.0,Japan,2024-03-24,2.36
USER_0426,51.0,,00/00/0000,82.53
USER_0427,23.0,USA,2024-05-28,
USER_0428,43.0,,,36.15
USER_0429,47.0,Germany,2024-11-30,82.58
USER_0430,nan,Germany,2025-08-20,14.64
USER_0431,20.0,USA,,14.11
USER_0432,18.0,Germany,,25.77
USER_0433,31.0,USA,2025-03-04,112.52
USER_0434,43.0,NotACountry,2025-03-05,0.02
USER_0435,53.0,USA,2024-08-05,115.83
USER_0436,35.0,Germany,2024-11-20,8.35
USER_0437,54.0,Brazil,00/00/0000,230.69
USER_0438,18.0,USA,2025-01-21,154.88
USER_0439,18.0,Brazil,2025-08-21,
USER_0440,164,UK,2024-06-12,35.95
USER_0441,39.0,Japan,2025-06-08,32.85
USER_0442,invalid_age,France,2024-11-25,50.45
USER_0443,18.0,Canada,00/00/0000,4.76
USER_0444,,France,2025-02-06,1.66
USER_0445,19.0,Japan,2024-11-12,2.97
USER_0446,43.0,UK,2025-02-13,20826.984238611574
USER_0447,39.0,,2025-11-08,16.12
USER_0448,23.0,Germany,00/00/0000,48.65
USER_0449,28.0,Australia,2024-06-27,244.26
USER_0450,22.0,France,2024-03-24,24.41
USER_0451,invalid_age,France,not-a-date,42.65
USER_0452,46.0,UK,2025-03-04,26.86
USER_0453,23.0,Australia,2024-08-17,-327.9310229816562
USER_0454,41.0,,2024-04-18,116.26
USER_0455,28.0,UK,2024-06-19,104.92
USER_0456,25.0,Atlantis,2024-05-22,183.2
USER_0457,,USA,,
USER_0458,22.0,USA,2025-09-19,91.57
USER_0459,28.0,USA,2025-10-06,69.67
USER_0460,20.0,Germany,2025-05-13,12.98
USER_0461,58.0,USA,2023-12-25,23509.91986939389
USER_0462,35.0,UK,,8.02
USER_0463,,,2024-10-17,56.9
USER_0464,invalid_age,USA,2024-09-23,12.74
USER_0465,33.0,USA,2024-01-28,28.23
USER_0466,32.0,USA,2024-08-19,63.5
USER_0467,42.0,,2024-05-08,41.43
USER_0468,44.0,Germany,2025-09-06,27.89
USER_0469,28.0,Canada,2024-08-13,19.75
USER_0470,28.0,UK,2025-07-26,91.52
USER_0471,31.0,USA,2025-08-26,7.76
USER_0472,18.0,Japan,2024-08-29,21946.886295501987
USER_0473,18.0,UK,2025-11-07,117.04
USER_0474,51.0,UK,2024-08-12,93.49
USER_0475,54.0,USA,,25.62
USER_0476,32.0,USA,,72.01
USER_0477,41.0,USA,2024-07-19,
USER_0478,38.0,USA,2024-04-18,109.86
USER_0479,71.0,Canada,,39.32
USER_0480,invalid_age,UK,2025-02-10,11.44
USER_0481,,Canada,2024-06-02,14.74
USER_0482,23.0,France,,17.53
USER_0483,18.0,Australia,2024-03-17,45.05
USER_0484,37.0,Germany,2023-11-15,1.67
USER_0485,25.0,,2025-08-15,50.54
USER_0486,18.0,USA,2024-05-23,
USER_0487,27.0,USA,2025-06-15,17.5
USER_0488,22.0,USA,2025-04-13,105.8
USER_0489,55.0,,2025-01-29,-242.70421603937973
USER_0490,45.0,Japan,2024-04-05,4.99
USER_0491,34.0,USA,2024-05-23,87.65
USER_0492,-7,Japan,,2.44
USER_0493,,USA,,64.87
USER_0494,invalid_age,Japan,,74.34
USER_0495,53.0,USA,2025-08-04,21.74
USER_0496,41.0,USA,2024-09-11,87.09
USER_0497,22.0,UK,2025-08-29,36.25
USER_0498,32.0,USA,2025-02-16,-766.8683703069876
USER_0499,,USA,2024-12-19,2.32
USER_0500,18.0,,not-a-date,34204.06488948603
USER_0501,46.0,Australia,2024-12-11,-376.111412003019
USER_0502,57.0,UK,00/00/0000,24.86
USER_0065,18.0,USA,2024-06-11,39.56
USER_0684,41.0,Canada,2024-03-08,18045.461703615092
USER_0505,27.0,Germany,2025-08-21,44.63
USER_0506,29.0,USA,2023-13-45,3.16
USER_0507,27.0,UK,2024-06-20,22.48
USER_0508,24.0,123,2024-12-25,64.21
USER_0509,35.0,USA,2025-01-30,11.19
USER_0510,25.0,Germany,2025-07-09,11.38
USER_0511,38.0,USA,2024-11-02,
USER_0512,34.0,Atlantis,,28.77
USER_0513,32.0,Atlantis,2025-05-17,17574.43503167451
USER_0514,24.0,USA,,31234.36137153903
USER_0515,28.0,Canada,2025-07-18,10.61
USER_0516,44.0,USA,2025-03-29,
USER_0517,41.0,123,2025-10-16,65.79
USER_0518,23.0,UK,2025-05-14,51.17
USER_0519,36.0,Australia,2025-09-03,26.89
USER_0520,44.0,Canada,2025-05-09,71.16
USER_0521,187,USA,2025-04-04,47.03
USER_0522,41.0,Canada,2025-07-02,113.19
USER_0523,27.0,123,2024-08-21,85.19
USER_0524,invalid_age,Canada,2025-01-11,14.57
USER_0525,25.0,Australia,2024-08-10,15.83
USER_0526,18.0,Japan,2024-04-16,6.7
USER_0527,18.0,USA,2025-07-20,20.55
USER_0528,35.0,USA,2025-11-10,384.64
USER_0529,38.0,Canada,,26.02
USER_0530,24.0,UK,,12.45
USER_0531,42.0,Australia,2025-07-28,71.88
USER_0532,invalid_age,Japan,2025-01-13,39.1
USER_0533,34.0,USA,2024-08-15,8.1
USER_0534,20.0,USA,00/00/0000,27649.186763668673
USER_0535,27.0,France,2024-08-24,26.76
USER_0536,,USA,2024-05-05,70.09
USER_0537,,,2024-10-06,1.04
USER_0538,30.0,UK,2025-11-01,15.67
USER_0539,47.0,Germany,2024-01-16,36.45
USER_0540,28.0,USA,2024-01-26,15.66
USER_0541,45.0,Canada,2025-08-11,49.5
USER_0542,21.0,UK,2024-11-23,32.88
USER_0543,,Canada,2025-08-08,22.45
USER_0544,52.0,,2025-04-05,149.0
USER_0545,18.0,France,2024-12-16,
USER_0546,25.0,Japan,,6.96
USER_0547,invalid_age,USA,not-a-date,41.06
USER_0548,32.0,USA,2025-09-20,75.87
USER_0549,39.0,USA,2025-02-21,61.63
USER_0550,27.0,Canada,2024-08-26,9.44
USER_0551,36.0,Canada,,179.53
USER_0552,33.0,UK,2023-13-45,29.78
USER_0553,49.0,123,2025-09-17,8.66
USER_0554,38.0,USA,2024-11-24,9.93
USER_0555,,Canada,2024-02-11,5.17
USER_0556,30.0,UK,,81.36
USER_0557,29.0,Brazil,2024-06-04,6.51
USER_0558,29.0,123,,6.68
USER_0559,39.0,,00/00/0000,95.01
USER_0560,29.0,UK,,
USER_0561,38.0,UK,00/00/0000,1.57
USER_0562,59.0,Germany,2024-01-21,2.66
USER_0563,45.0,Germany,00/00/0000,
USER_0564,,Brazil,2025-08-12,12.0
USER_0047,49.0,,2025-07-28,54.7
USER_0566,30.0,USA,2025-07-04,8.56
USER_0567,,,2025-08-07,6.33
USER_0568,invalid_age,Canada,2024-03-20,72.35
USER_0569,-6,,,55.59
USER_0570,30.0,USA,not-a-date,28.58
USER_0571,35.0,USA,,39.85
USER_0572,55.0,Japan,2025-03-05,18.7
USER_0573,,USA,,32.94
USER_0574,32.0,,2025-01-19,
USER_0575,,,2025-09-14,24.49
USER_0576,18.0,NotACountry,,118.53
USER_0577,,USA,2023-12-19,0.81
USER_0578,44.0,UK,2025-06-12,76.2
USER_0579,18.0,USA,2025-03-22,6.64
USER_0580,48.0,Australia,2025-05-29,79.86
USER_0581,39.0,USA,2025-02-25,47.84
USER_0582,30.0,123,2025-09-05,92.66
USER_0188,42.0,Japan,2024-10-04,5.13
USER_0584,,Germany,2024-09-13,
USER_0585,37.0,UK,2024-08-16,34.77
USER_0586,37.0,Atlantis,2025-09-28,61.24
USER_0587,,,,38.21
USER_0588,153,Germany,2025-02-01,38.91
USER_0589,44.0,Brazil,not-a-date,28.07
USER_0590,invalid_age,Germany,2023-12-19,18.47
USER_0591,35.0,Atlantis,2025-03-10,32.91
USER_0592,29.0,France,2025-11-11,
USER_0593,40.0,UK,2025-03-08,162.87
USER_0594,39.0,,2024-01-18,62.66
USER_0595,47.0,Canada,,152.32
USER_0596,28.0,NotACountry,2024-09-10,12.86
USER_0597,31.0,USA,2024-10-22,105.74
USER_0598,23.0,Germany,2025-01-18,-562.2651092573672
USER_0599,29.0,,2025-01-11,
USER_0600,39.0,UK,2024-10-11,49.05
USER_0601,44.0,USA,2025-01-25,19.03
